SessionID,PageType,StepOrder,Timestamp,TimeOnPage_seconds,ItemsInCart
session_3727,home,0,2025-04-05 16:33:58,148,0
session_3727,product_page,1,2025-04-05 16:36:32,154,0
session_3727,cart,2,2025-04-05 16:39:21,169,0
session_3727,checkout,3,2025-04-05 16:41:42,141,3
session_3727,confirmation,4,2025-04-05 16:42:33,51,0
session_3728,home,0,2025-02-18 19:35:57,160,0
session_3728,product_page,1,2025-02-18 19:36:53,56,2
session_3728,cart,2,2025-02-18 19:37:36,43,2
session_3728,checkout,3,2025-02-18 19:38:10,34,2
session_3728,confirmation,4,2025-02-18 19:39:28,78,0
session_3729,home,0,2025-05-21 01:22:19,146,0
session_3729,product_page,1,2025-05-21 01:24:00,101,0
session_3730,home,0,2025-08-08 10:36:02,88,0
session_3731,home,0,2025-03-25 14:33:08,124,0
session_3731,product_page,1,2025-03-25 14:33:28,20,4
session_3732,home,0,2025-05-10 10:39:42,138,0
session_3733,home,0,2025-08-13 15:15:12,33,0
session_3733,product_page,1,2025-08-13 15:16:33,81,1
session_3733,cart,2,2025-08-13 15:19:21,168,1
session_3733,checkout,3,2025-08-13 15:21:37,136,1
session_3733,confirmation,4,2025-08-13 15:22:03,26,0
session_3734,home,0,2025-06-02 18:34:50,33,0
session_3734,product_page,1,2025-06-02 18:36:19,89,0
session_3735,home,0,2025-06-14 12:01:28,150,0
session_3735,product_page,1,2025-06-14 12:02:39,71,0
session_3736,home,0,2025-08-14 19:37:23,26,0
session_3736,product_page,1,2025-08-14 19:38:38,75,0
session_3737,home,0,2025-01-15 02:29:21,173,0
session_3737,product_page,1,2025-01-15 02:31:14,113,0
session_3737,cart,2,2025-01-15 02:32:46,92,4
session_3737,checkout,3,2025-01-15 02:33:52,66,4
session_3737,confirmation,4,2025-01-15 02:35:50,118,0
session_3738,home,0,2025-05-09 08:54:56,59,0
session_3738,product_page,1,2025-05-09 08:55:17,21,1
session_3738,cart,2,2025-05-09 08:56:22,65,1
session_3738,checkout,3,2025-05-09 08:57:49,87,1
session_3738,confirmation,4,2025-05-09 08:58:10,21,0
session_3739,home,0,2025-02-18 21:21:13,104,0
session_3739,product_page,1,2025-02-18 21:21:42,29,1
session_3740,home,0,2025-01-10 20:04:18,109,0
session_3740,product_page,1,2025-01-10 20:04:38,20,0
session_3741,home,0,2025-02-02 11:49:32,173,0
session_3741,product_page,1,2025-02-02 11:51:51,139,5
session_3741,cart,2,2025-02-02 11:54:09,138,5
session_3742,home,0,2025-05-19 19:15:17,22,0
session_3742,product_page,1,2025-05-19 19:16:10,53,0
session_3742,cart,2,2025-05-19 19:17:59,109,5
session_3742,checkout,3,2025-05-19 19:18:15,16,5
session_3742,confirmation,4,2025-05-19 19:18:55,40,0
session_3743,home,0,2025-06-13 19:31:26,137,0
session_3744,home,0,2025-01-03 16:05:21,109,0
session_3744,product_page,1,2025-01-03 16:07:29,128,3
session_3745,home,0,2025-03-22 08:28:30,133,0
session_3745,product_page,1,2025-03-22 08:31:03,153,0
session_3746,home,0,2025-02-21 15:51:41,101,0
session_3746,product_page,1,2025-02-21 15:54:03,142,5
session_3747,home,0,2025-04-05 13:30:39,177,0
session_3747,product_page,1,2025-04-05 13:33:11,152,3
session_3747,cart,2,2025-04-05 13:33:56,45,3
session_3747,checkout,3,2025-04-05 13:36:37,161,3
session_3747,confirmation,4,2025-04-05 13:38:39,122,0
session_3748,home,0,2025-04-16 07:00:01,56,0
session_3748,product_page,1,2025-04-16 07:00:34,33,2
session_3749,home,0,2025-05-26 00:13:52,98,0
session_3749,product_page,1,2025-05-26 00:14:10,18,3
session_3749,cart,2,2025-05-26 00:16:26,136,3
session_3749,checkout,3,2025-05-26 00:18:41,135,3
session_3750,home,0,2025-02-09 12:20:59,82,0
session_3750,product_page,1,2025-02-09 12:22:05,66,0
session_3750,cart,2,2025-02-09 12:22:52,47,5
session_3750,checkout,3,2025-02-09 12:25:02,130,5
session_3751,home,0,2025-07-30 21:13:01,91,0
session_3751,product_page,1,2025-07-30 21:15:27,146,3
session_3752,home,0,2025-05-09 00:45:35,149,0
session_3752,product_page,1,2025-05-09 00:46:16,41,0
session_3753,home,0,2025-03-17 21:35:08,73,0
session_3753,product_page,1,2025-03-17 21:37:21,133,2
session_3753,cart,2,2025-03-17 21:40:07,166,2
session_3754,home,0,2025-08-10 20:12:03,177,0
session_3755,home,0,2025-04-23 15:08:15,64,0
session_3755,product_page,1,2025-04-23 15:10:08,113,2
session_3756,home,0,2025-05-17 11:50:14,132,0
session_3757,home,0,2025-06-23 08:04:05,170,0
session_3757,product_page,1,2025-06-23 08:06:42,157,3
session_3758,home,0,2025-08-04 17:38:15,84,0
session_3759,home,0,2025-05-20 11:47:25,26,0
session_3759,product_page,1,2025-05-20 11:50:01,156,0
session_3759,cart,2,2025-05-20 11:51:11,70,0
session_3759,checkout,3,2025-05-20 11:52:44,93,1
session_3759,confirmation,4,2025-05-20 11:54:13,89,0
session_3760,home,0,2025-05-15 16:57:40,23,0
session_3760,product_page,1,2025-05-15 17:00:01,141,0
session_3760,cart,2,2025-05-15 17:00:35,34,2
session_3760,checkout,3,2025-05-15 17:02:55,140,2
session_3760,confirmation,4,2025-05-15 17:04:40,105,0
session_3761,home,0,2025-02-05 01:36:36,178,0
session_3761,product_page,1,2025-02-05 01:36:56,20,1
session_3762,home,0,2025-01-14 09:45:58,18,0
session_3763,home,0,2025-07-15 10:10:45,126,0
session_3763,product_page,1,2025-07-15 10:13:42,177,0
session_3764,home,0,2025-07-26 10:32:35,102,0
session_3764,product_page,1,2025-07-26 10:34:18,103,2
session_3764,cart,2,2025-07-26 10:36:54,156,2
session_3765,home,0,2025-01-10 01:33:15,52,0
session_3765,product_page,1,2025-01-10 01:35:45,150,5
session_3766,home,0,2025-06-15 05:29:25,138,0
session_3766,product_page,1,2025-06-15 05:30:21,56,0
session_3767,home,0,2025-08-29 09:10:00,123,0
session_3768,home,0,2025-07-03 00:19:26,79,0
session_3768,product_page,1,2025-07-03 00:21:31,125,5
session_3769,home,0,2025-06-11 15:16:29,129,0
session_3769,product_page,1,2025-06-11 15:16:44,15,3
session_3770,home,0,2025-01-18 13:29:18,26,0
session_3770,product_page,1,2025-01-18 13:31:15,117,0
session_3771,home,0,2025-06-20 03:34:27,171,0
session_3771,product_page,1,2025-06-20 03:35:07,40,3
session_3771,cart,2,2025-06-20 03:37:18,131,3
session_3772,home,0,2025-03-18 19:43:15,133,0
session_3773,home,0,2025-05-17 06:03:45,132,0
session_3773,product_page,1,2025-05-17 06:06:01,136,2
session_3774,home,0,2025-03-04 11:10:46,37,0
session_3774,product_page,1,2025-03-04 11:12:07,81,0
session_3775,home,0,2025-08-02 03:10:46,95,0
session_3776,home,0,2025-04-11 09:09:28,46,0
session_3776,product_page,1,2025-04-11 09:11:44,136,0
session_3776,cart,2,2025-04-11 09:14:11,147,0
session_3776,checkout,3,2025-04-11 09:15:29,78,3
session_3776,confirmation,4,2025-04-11 09:15:46,17,0
session_3777,home,0,2025-07-08 04:51:49,149,0
session_3777,product_page,1,2025-07-08 04:53:54,125,0
session_3778,home,0,2025-05-17 06:40:17,122,0
session_3778,product_page,1,2025-05-17 06:42:26,129,3
session_3778,cart,2,2025-05-17 06:43:13,47,3
session_3778,checkout,3,2025-05-17 06:44:45,92,3
session_3778,confirmation,4,2025-05-17 06:46:33,108,0
session_3779,home,0,2025-06-19 07:02:23,88,0
session_3779,product_page,1,2025-06-19 07:03:43,80,1
session_3779,cart,2,2025-06-19 07:05:20,97,1
session_3779,checkout,3,2025-06-19 07:07:10,110,1
session_3779,confirmation,4,2025-06-19 07:07:43,33,0
session_3780,home,0,2025-03-24 00:33:31,147,0
session_3780,product_page,1,2025-03-24 00:35:34,123,0
session_3781,home,0,2025-05-12 01:32:29,31,0
session_3781,product_page,1,2025-05-12 01:34:55,146,2
session_3782,home,0,2025-07-24 00:31:07,83,0
session_3782,product_page,1,2025-07-24 00:32:47,100,0
session_3783,home,0,2025-02-07 07:32:58,42,0
session_3783,product_page,1,2025-02-07 07:34:34,96,0
session_3784,home,0,2025-05-29 10:36:42,123,0
session_3784,product_page,1,2025-05-29 10:39:16,154,4
session_3784,cart,2,2025-05-29 10:40:57,101,4
session_3784,checkout,3,2025-05-29 10:43:00,123,4
session_3785,home,0,2025-01-20 19:04:14,149,0
session_3786,home,0,2025-05-10 19:27:18,71,0
session_3787,home,0,2025-07-25 19:36:19,86,0
session_3787,product_page,1,2025-07-25 19:39:04,165,0
session_3788,home,0,2025-05-12 19:35:58,120,0
session_3788,product_page,1,2025-05-12 19:37:02,64,0
session_3789,home,0,2025-06-12 02:19:16,51,0
session_3789,product_page,1,2025-06-12 02:19:37,21,0
session_3789,cart,2,2025-06-12 02:20:31,54,5
session_3790,home,0,2025-02-11 15:56:01,90,0
session_3790,product_page,1,2025-02-11 15:58:39,158,0
session_3791,home,0,2025-04-05 09:44:58,134,0
session_3791,product_page,1,2025-04-05 09:46:06,68,0
session_3792,home,0,2025-03-14 00:59:02,108,0
session_3792,product_page,1,2025-03-14 01:01:35,153,0
session_3793,home,0,2025-01-30 09:23:24,31,0
session_3794,home,0,2025-01-31 09:38:53,123,0
session_3794,product_page,1,2025-01-31 09:40:18,85,0
session_3795,home,0,2025-02-18 13:54:30,18,0
session_3795,product_page,1,2025-02-18 13:57:01,151,0
session_3796,home,0,2025-01-23 19:39:44,149,0
session_3796,product_page,1,2025-01-23 19:42:08,144,5
session_3797,home,0,2025-07-22 05:30:06,86,0
session_3797,product_page,1,2025-07-22 05:32:31,145,4
session_3797,cart,2,2025-07-22 05:35:10,159,4
session_3798,home,0,2025-03-16 22:19:20,107,0
session_3798,product_page,1,2025-03-16 22:22:19,179,5
session_3798,cart,2,2025-03-16 22:23:00,41,5
session_3798,checkout,3,2025-03-16 22:23:26,26,5
session_3798,confirmation,4,2025-03-16 22:24:35,69,0
session_3799,home,0,2025-06-05 11:07:31,109,0
session_3800,home,0,2025-01-26 22:52:26,153,0
session_3800,product_page,1,2025-01-26 22:54:20,114,3
session_3800,cart,2,2025-01-26 22:56:13,113,3
session_3800,checkout,3,2025-01-26 22:56:40,27,3
session_3800,confirmation,4,2025-01-26 22:57:44,64,0
session_3801,home,0,2025-03-18 13:19:20,62,0
session_3802,home,0,2025-08-21 09:12:53,29,0
session_3802,product_page,1,2025-08-21 09:13:26,33,4
session_3803,home,0,2025-08-01 13:03:41,44,0
session_3803,product_page,1,2025-08-01 13:04:39,58,0
session_3804,home,0,2025-02-19 14:29:53,116,0
session_3804,product_page,1,2025-02-19 14:30:52,59,2
session_3805,home,0,2025-05-08 09:36:19,55,0
session_3806,home,0,2025-02-20 06:43:48,174,0
session_3806,product_page,1,2025-02-20 06:46:43,175,3
session_3806,cart,2,2025-02-20 06:49:22,159,3
session_3806,checkout,3,2025-02-20 06:52:04,162,3
session_3806,confirmation,4,2025-02-20 06:54:32,148,0
session_3807,home,0,2025-02-15 16:29:45,148,0
session_3807,product_page,1,2025-02-15 16:31:38,113,0
session_3808,home,0,2025-08-10 08:35:03,110,0
session_3809,home,0,2025-07-02 23:04:01,35,0
session_3809,product_page,1,2025-07-02 23:04:57,56,0
session_3810,home,0,2025-03-16 04:46:51,157,0
session_3810,product_page,1,2025-03-16 04:48:06,75,4
session_3811,home,0,2025-07-23 10:10:06,22,0
session_3811,product_page,1,2025-07-23 10:12:00,114,2
session_3812,home,0,2025-07-11 13:05:53,59,0
session_3812,product_page,1,2025-07-11 13:06:53,60,0
session_3813,home,0,2025-03-01 22:06:07,93,0
session_3813,product_page,1,2025-03-01 22:08:32,145,2
session_3813,cart,2,2025-03-01 22:10:31,119,2
session_3813,checkout,3,2025-03-01 22:11:49,78,2
session_3813,confirmation,4,2025-03-01 22:12:50,61,0
session_3814,home,0,2025-01-03 13:40:03,43,0
session_3814,product_page,1,2025-01-03 13:43:01,178,4
session_3814,cart,2,2025-01-03 13:45:30,149,4
session_3814,checkout,3,2025-01-03 13:47:22,112,4
session_3814,confirmation,4,2025-01-03 13:50:12,170,0
session_3815,home,0,2025-05-23 16:35:13,106,0
session_3815,product_page,1,2025-05-23 16:37:29,136,0
session_3816,home,0,2025-08-15 04:24:05,76,0
session_3817,home,0,2025-07-09 22:24:19,18,0
session_3817,product_page,1,2025-07-09 22:25:15,56,0
session_3817,cart,2,2025-07-09 22:26:51,96,0
session_3818,home,0,2025-01-14 11:48:08,137,0
session_3818,product_page,1,2025-01-14 11:50:45,157,0
session_3819,home,0,2025-02-06 08:57:25,37,0
session_3819,product_page,1,2025-02-06 08:59:38,133,4
session_3819,cart,2,2025-02-06 09:02:19,161,4
session_3819,checkout,3,2025-02-06 09:02:49,30,4
session_3819,confirmation,4,2025-02-06 09:05:28,159,0
session_3820,home,0,2025-04-05 22:26:12,64,0
session_3820,product_page,1,2025-04-05 22:28:26,134,0
session_3821,home,0,2025-06-19 01:21:38,155,0
session_3821,product_page,1,2025-06-19 01:23:22,104,0
session_3821,cart,2,2025-06-19 01:26:14,172,4
session_3821,checkout,3,2025-06-19 01:27:19,65,4
session_3821,confirmation,4,2025-06-19 01:30:01,162,0
session_3822,home,0,2025-01-03 03:26:33,119,0
session_3823,home,0,2025-03-14 02:07:39,99,0
session_3823,product_page,1,2025-03-14 02:10:32,173,5
session_3824,home,0,2025-02-25 06:44:22,156,0
session_3824,product_page,1,2025-02-25 06:46:10,108,4
session_3825,home,0,2025-08-03 11:32:48,108,0
session_3825,product_page,1,2025-08-03 11:33:24,36,1
session_3826,home,0,2025-02-27 03:11:04,116,0
session_3826,product_page,1,2025-02-27 03:13:58,174,0
session_3827,home,0,2025-01-05 09:08:28,173,0
session_3828,home,0,2025-07-19 13:01:44,46,0
session_3828,product_page,1,2025-07-19 13:04:34,170,0
session_3829,home,0,2025-07-25 04:46:29,73,0
session_3829,product_page,1,2025-07-25 04:48:45,136,1
session_3829,cart,2,2025-07-25 04:49:00,15,1
session_3830,home,0,2025-04-12 14:32:28,79,0
session_3830,product_page,1,2025-04-12 14:33:17,49,3
session_3831,home,0,2025-07-18 08:34:06,179,0
session_3831,product_page,1,2025-07-18 08:35:07,61,3
session_3831,cart,2,2025-07-18 08:37:54,167,3
session_3832,home,0,2025-02-11 17:48:42,134,0
session_3832,product_page,1,2025-02-11 17:51:39,177,0
session_3832,cart,2,2025-02-11 17:52:18,39,0
session_3833,home,0,2025-05-25 22:30:39,104,0
session_3833,product_page,1,2025-05-25 22:32:03,84,3
session_3834,home,0,2025-03-21 05:38:00,36,0
session_3834,product_page,1,2025-03-21 05:40:36,156,3
session_3834,cart,2,2025-03-21 05:40:55,19,3
session_3834,checkout,3,2025-03-21 05:41:21,26,3
session_3834,confirmation,4,2025-03-21 05:43:28,127,0
session_3835,home,0,2025-07-25 21:03:47,81,0
session_3835,product_page,1,2025-07-25 21:05:38,111,4
session_3836,home,0,2025-01-10 12:33:20,22,0
session_3836,product_page,1,2025-01-10 12:33:56,36,2
session_3837,home,0,2025-01-15 18:42:58,167,0
session_3837,product_page,1,2025-01-15 18:44:06,68,0
session_3837,cart,2,2025-01-15 18:45:46,100,4
session_3837,checkout,3,2025-01-15 18:48:16,150,4
session_3837,confirmation,4,2025-01-15 18:50:33,137,0
session_3838,home,0,2025-07-24 13:41:20,144,0
session_3838,product_page,1,2025-07-24 13:41:45,25,3
session_3839,home,0,2025-08-02 13:55:27,81,0
session_3839,product_page,1,2025-08-02 13:56:47,80,3
session_3840,home,0,2025-07-23 18:34:53,76,0
session_3840,product_page,1,2025-07-23 18:37:18,145,0
session_3841,home,0,2025-07-16 07:55:45,65,0
session_3841,product_page,1,2025-07-16 07:57:43,118,3
session_3841,cart,2,2025-07-16 07:58:26,43,3
session_3842,home,0,2025-01-26 07:16:15,72,0
session_3842,product_page,1,2025-01-26 07:19:02,167,0
session_3842,cart,2,2025-01-26 07:21:19,137,0
session_3842,checkout,3,2025-01-26 07:24:06,167,2
session_3842,confirmation,4,2025-01-26 07:24:57,51,0
session_3843,home,0,2025-07-13 16:44:35,75,0
session_3843,product_page,1,2025-07-13 16:47:08,153,0
session_3843,cart,2,2025-07-13 16:49:51,163,0
session_3843,checkout,3,2025-07-13 16:52:22,151,1
session_3843,confirmation,4,2025-07-13 16:53:21,59,0
session_3844,home,0,2025-08-15 13:53:23,54,0
session_3844,product_page,1,2025-08-15 13:55:54,151,0
session_3845,home,0,2025-08-26 05:22:34,108,0
session_3845,product_page,1,2025-08-26 05:23:50,76,0
session_3846,home,0,2025-03-11 23:52:17,119,0
session_3847,home,0,2025-08-30 18:20:40,66,0
session_3847,product_page,1,2025-08-30 18:21:04,24,0
session_3848,home,0,2025-05-16 13:10:27,137,0
session_3848,product_page,1,2025-05-16 13:11:51,84,0
session_3849,home,0,2025-06-28 12:14:39,177,0
session_3849,product_page,1,2025-06-28 12:15:44,65,4
session_3849,cart,2,2025-06-28 12:16:34,50,4
session_3849,checkout,3,2025-06-28 12:18:27,113,4
session_3849,confirmation,4,2025-06-28 12:20:41,134,0
session_3850,home,0,2025-06-09 09:50:21,159,0
session_3850,product_page,1,2025-06-09 09:52:18,117,4
session_3850,cart,2,2025-06-09 09:55:01,163,4
session_3850,checkout,3,2025-06-09 09:57:44,163,4
session_3850,confirmation,4,2025-06-09 10:00:29,165,0
session_3851,home,0,2025-08-06 05:54:44,35,0
session_3851,product_page,1,2025-08-06 05:55:16,32,4
session_3851,cart,2,2025-08-06 05:55:51,35,4
session_3851,checkout,3,2025-08-06 05:56:22,31,4
session_3851,confirmation,4,2025-08-06 05:57:15,53,0
session_3852,home,0,2025-03-17 11:48:17,162,0
session_3853,home,0,2025-07-14 12:44:55,163,0
session_3854,home,0,2025-03-23 13:04:44,64,0
session_3854,product_page,1,2025-03-23 13:06:55,131,0
session_3855,home,0,2025-03-30 05:41:29,67,0
session_3855,product_page,1,2025-03-30 05:44:23,174,3
session_3855,cart,2,2025-03-30 05:45:29,66,3
session_3856,home,0,2025-08-20 12:58:52,29,0
session_3857,home,0,2025-07-21 08:53:27,97,0
session_3857,product_page,1,2025-07-21 08:54:20,53,1
session_3858,home,0,2025-05-25 04:30:13,55,0
session_3858,product_page,1,2025-05-25 04:31:33,80,1
session_3859,home,0,2025-05-24 23:32:10,106,0
session_3860,home,0,2025-03-01 16:14:39,96,0
session_3861,home,0,2025-08-24 07:30:44,28,0
session_3861,product_page,1,2025-08-24 07:31:52,68,1
session_3862,home,0,2025-05-23 05:05:08,60,0
session_3862,product_page,1,2025-05-23 05:05:32,24,1
session_3863,home,0,2025-05-16 18:24:15,149,0
session_3863,product_page,1,2025-05-16 18:27:10,175,0
session_3863,cart,2,2025-05-16 18:29:10,120,1
session_3863,checkout,3,2025-05-16 18:30:26,76,1
session_3863,confirmation,4,2025-05-16 18:31:51,85,0
session_3864,home,0,2025-02-05 00:30:59,111,0
session_3865,home,0,2025-06-16 06:01:45,164,0
session_3865,product_page,1,2025-06-16 06:04:16,151,1
session_3866,home,0,2025-06-01 09:09:03,147,0
session_3866,product_page,1,2025-06-01 09:09:35,32,2
session_3867,home,0,2025-08-28 12:45:37,43,0
session_3867,product_page,1,2025-08-28 12:46:21,44,5
session_3867,cart,2,2025-08-28 12:48:23,122,5
session_3867,checkout,3,2025-08-28 12:50:41,138,5
session_3867,confirmation,4,2025-08-28 12:53:11,150,0
session_3868,home,0,2025-01-11 00:30:32,28,0
session_3868,product_page,1,2025-01-11 00:32:27,115,3
session_3869,home,0,2025-04-24 11:18:29,99,0
session_3869,product_page,1,2025-04-24 11:21:12,163,5
session_3870,home,0,2025-07-19 16:14:23,148,0
session_3870,product_page,1,2025-07-19 16:14:58,35,0
session_3870,cart,2,2025-07-19 16:16:37,99,0
session_3871,home,0,2025-04-09 21:27:29,89,0
session_3871,product_page,1,2025-04-09 21:29:29,120,0
session_3871,cart,2,2025-04-09 21:32:05,156,0
session_3872,home,0,2025-07-02 19:51:57,105,0
session_3872,product_page,1,2025-07-02 19:52:58,61,0
session_3872,cart,2,2025-07-02 19:55:21,143,0
session_3873,home,0,2025-05-13 09:55:04,139,0
session_3873,product_page,1,2025-05-13 09:56:50,106,2
session_3873,cart,2,2025-05-13 09:59:50,180,2
session_3873,checkout,3,2025-05-13 10:01:17,87,2
session_3873,confirmation,4,2025-05-13 10:02:03,46,0
session_3874,home,0,2025-05-14 13:47:19,163,0
session_3874,product_page,1,2025-05-14 13:48:45,86,0
session_3875,home,0,2025-03-27 21:28:05,136,0
session_3875,product_page,1,2025-03-27 21:30:47,162,3
session_3875,cart,2,2025-03-27 21:32:32,105,3
session_3875,checkout,3,2025-03-27 21:35:11,159,3
session_3875,confirmation,4,2025-03-27 21:36:39,88,0
session_3876,home,0,2025-06-14 17:57:31,41,0
session_3876,product_page,1,2025-06-14 17:59:54,143,5
session_3876,cart,2,2025-06-14 18:01:45,111,5
session_3876,checkout,3,2025-06-14 18:03:45,120,5
session_3876,confirmation,4,2025-06-14 18:06:27,162,0
session_3877,home,0,2025-04-12 10:26:03,84,0
session_3877,product_page,1,2025-04-12 10:28:04,121,0
session_3877,cart,2,2025-04-12 10:28:35,31,3
session_3877,checkout,3,2025-04-12 10:31:30,175,3
session_3878,home,0,2025-01-13 08:06:35,55,0
session_3878,product_page,1,2025-01-13 08:08:51,136,3
session_3879,home,0,2025-05-07 19:48:33,26,0
session_3879,product_page,1,2025-05-07 19:50:29,116,0
session_3880,home,0,2025-03-04 11:38:59,16,0
session_3880,product_page,1,2025-03-04 11:41:35,156,2
session_3881,home,0,2025-01-19 00:53:45,158,0
session_3882,home,0,2025-02-06 20:29:31,51,0
session_3882,product_page,1,2025-02-06 20:31:14,103,4
session_3882,cart,2,2025-02-06 20:32:54,100,4
session_3882,checkout,3,2025-02-06 20:35:17,143,4
session_3882,confirmation,4,2025-02-06 20:36:44,87,0
session_3883,home,0,2025-05-29 21:43:53,124,0
session_3884,home,0,2025-03-21 19:39:19,156,0
session_3885,home,0,2025-07-27 08:34:49,22,0
session_3885,product_page,1,2025-07-27 08:37:20,151,3
session_3886,home,0,2025-06-25 04:36:42,152,0
session_3886,product_page,1,2025-06-25 04:37:30,48,2
session_3886,cart,2,2025-06-25 04:38:52,82,2
session_3886,checkout,3,2025-06-25 04:41:13,141,2
session_3886,confirmation,4,2025-06-25 04:43:57,164,0
session_3887,home,0,2025-07-04 01:06:09,23,0
session_3887,product_page,1,2025-07-04 01:07:23,74,3
session_3888,home,0,2025-02-27 14:07:55,151,0
session_3888,product_page,1,2025-02-27 14:10:28,153,5
session_3889,home,0,2025-07-25 23:11:41,31,0
session_3889,product_page,1,2025-07-25 23:14:33,172,5
session_3889,cart,2,2025-07-25 23:16:08,95,5
session_3889,checkout,3,2025-07-25 23:18:06,118,5
session_3889,confirmation,4,2025-07-25 23:20:42,156,0
session_3890,home,0,2025-08-08 16:22:19,51,0
session_3890,product_page,1,2025-08-08 16:24:24,125,0
session_3890,cart,2,2025-08-08 16:27:13,169,5
session_3890,checkout,3,2025-08-08 16:28:02,49,5
session_3890,confirmation,4,2025-08-08 16:28:22,20,0
session_3891,home,0,2025-06-05 11:11:51,95,0
session_3891,product_page,1,2025-06-05 11:14:23,152,3
session_3892,home,0,2025-07-31 05:55:13,46,0
session_3892,product_page,1,2025-07-31 05:57:48,155,0
session_3893,home,0,2025-04-22 16:38:46,23,0
session_3893,product_page,1,2025-04-22 16:40:07,81,0
session_3894,home,0,2025-05-31 23:49:30,72,0
session_3894,product_page,1,2025-05-31 23:52:26,176,1
session_3895,home,0,2025-02-16 21:17:52,87,0
session_3895,product_page,1,2025-02-16 21:20:20,148,3
session_3895,cart,2,2025-02-16 21:22:11,111,3
session_3895,checkout,3,2025-02-16 21:23:33,82,3
session_3895,confirmation,4,2025-02-16 21:25:36,123,0
session_3896,home,0,2025-03-02 03:37:19,40,0
session_3896,product_page,1,2025-03-02 03:37:50,31,0
session_3896,cart,2,2025-03-02 03:40:01,131,0
session_3896,checkout,3,2025-03-02 03:41:36,95,1
session_3896,confirmation,4,2025-03-02 03:42:42,66,0
session_3897,home,0,2025-05-02 22:34:16,175,0
session_3897,product_page,1,2025-05-02 22:36:46,150,5
session_3898,home,0,2025-02-24 23:08:33,178,0
session_3898,product_page,1,2025-02-24 23:10:57,144,0
session_3899,home,0,2025-01-07 08:58:32,113,0
session_3899,product_page,1,2025-01-07 09:00:40,128,3
session_3900,home,0,2025-08-16 03:48:48,19,0
session_3901,home,0,2025-03-22 00:38:47,177,0
session_3901,product_page,1,2025-03-22 00:41:42,175,5
session_3902,home,0,2025-03-14 18:32:54,85,0
session_3902,product_page,1,2025-03-14 18:33:31,37,2
session_3903,home,0,2025-02-10 15:08:49,90,0
session_3903,product_page,1,2025-02-10 15:11:15,146,1
session_3903,cart,2,2025-02-10 15:14:05,170,1
session_3904,home,0,2025-06-29 13:08:00,73,0
session_3905,home,0,2025-03-16 10:28:50,103,0
session_3905,product_page,1,2025-03-16 10:31:14,144,0
session_3906,home,0,2025-01-02 00:14:53,101,0
session_3906,product_page,1,2025-01-02 00:17:17,144,2
session_3906,cart,2,2025-01-02 00:19:06,109,2
session_3906,checkout,3,2025-01-02 00:20:02,56,2
session_3906,confirmation,4,2025-01-02 00:20:56,54,0
session_3907,home,0,2025-08-31 06:58:45,17,0
session_3908,home,0,2025-05-16 02:46:08,141,0
session_3908,product_page,1,2025-05-16 02:46:39,31,4
session_3909,home,0,2025-02-23 23:33:21,131,0
session_3909,product_page,1,2025-02-23 23:35:40,139,0
session_3909,cart,2,2025-02-23 23:36:03,23,0
session_3910,home,0,2025-06-05 14:25:55,115,0
session_3910,product_page,1,2025-06-05 14:26:33,38,3
session_3911,home,0,2025-01-12 13:52:51,134,0
session_3911,product_page,1,2025-01-12 13:55:10,139,4
session_3912,home,0,2025-06-24 16:03:50,25,0
session_3912,product_page,1,2025-06-24 16:05:17,87,4
session_3913,home,0,2025-08-13 19:48:10,33,0
session_3913,product_page,1,2025-08-13 19:51:06,176,0
session_3914,home,0,2025-05-05 23:25:28,46,0
session_3915,home,0,2025-06-19 04:27:33,83,0
session_3915,product_page,1,2025-06-19 04:29:00,87,3
session_3916,home,0,2025-02-24 17:40:28,40,0
session_3916,product_page,1,2025-02-24 17:41:44,76,5
session_3917,home,0,2025-06-29 21:15:37,122,0
session_3917,product_page,1,2025-06-29 21:16:57,80,0
session_3917,cart,2,2025-06-29 21:17:57,60,1
session_3917,checkout,3,2025-06-29 21:18:39,42,1
session_3917,confirmation,4,2025-06-29 21:21:00,141,0
session_3918,home,0,2025-02-13 10:24:39,46,0
session_3918,product_page,1,2025-02-13 10:26:29,110,4
session_3919,home,0,2025-07-07 00:16:52,84,0
session_3920,home,0,2025-05-22 17:56:45,85,0
session_3920,product_page,1,2025-05-22 17:59:44,179,0
session_3920,cart,2,2025-05-22 18:01:32,108,0
session_3920,checkout,3,2025-05-22 18:04:29,177,3
session_3920,confirmation,4,2025-05-22 18:05:29,60,0
session_3921,home,0,2025-06-14 08:46:56,179,0
session_3921,product_page,1,2025-06-14 08:47:15,19,3
session_3921,cart,2,2025-06-14 08:48:17,62,3
session_3922,home,0,2025-02-19 13:33:15,39,0
session_3923,home,0,2025-03-04 22:28:59,53,0
session_3923,product_page,1,2025-03-04 22:30:38,99,0
session_3924,home,0,2025-05-15 23:09:11,81,0
session_3924,product_page,1,2025-05-15 23:10:49,98,0
session_3925,home,0,2025-03-03 09:33:12,80,0
session_3925,product_page,1,2025-03-03 09:35:47,155,0
session_3926,home,0,2025-07-19 16:40:15,126,0
session_3927,home,0,2025-03-02 02:32:59,130,0
session_3927,product_page,1,2025-03-02 02:34:02,63,3
session_3928,home,0,2025-04-08 03:16:10,121,0
session_3928,product_page,1,2025-04-08 03:19:02,172,1
